购物水果[SEP]黑龙江省绥化市[SEP]最近有点上火，想吃点水果	橙子功效
购物水果桂圆[SEP]福建省龙岩市[SEP]你看这桂圆好大，好甜啊，快尝尝~[SEP]咳嗽[SEP]没事吧，你是不是呛到气管了~	呛到气管
购物水果桂圆[SEP]福建省龙岩市[SEP]你看这桂圆好大，好甜啊，快尝尝~[SEP]咳嗽[SEP]没事吧，你是不是呛到气管了~[SEP]呛到气管[SEP]不太清楚诶，就楼下超市里买的~	疫情桂圆产地
购物水果桂圆[SEP]福建省龙岩市[SEP]你看这桂圆好大，好甜啊，快尝尝~[SEP]咳嗽[SEP]没事吧，你是不是呛到气管了~[SEP]呛到气管[SEP]不太清楚诶，就楼下超市里买的~[SEP]疫情桂圆产地[SEP]可能吧，不过这个桂圆蛮贵的~	桂圆均价中国
购物水果桂圆[SEP]福建省龙岩市[SEP]你看这桂圆好大，好甜啊，快尝尝~[SEP]咳嗽[SEP]没事吧，你是不是呛到气管了~[SEP]呛到气管[SEP]不太清楚诶，就楼下超市里买的~[SEP]疫情桂圆产地[SEP]可能吧，不过这个桂圆蛮贵的~[SEP]桂圆均价中国[SEP]好像确实在这个范围内，没事，好吃就行，看这个桂圆，又大又紧致又甜，真不错。咳咳，没事。	不检索
购物水果桂圆[SEP]福建省龙岩市[SEP]你看这桂圆好大，好甜啊，快尝尝~[SEP]咳嗽[SEP]没事吧，你是不是呛到气管了~[SEP]呛到气管[SEP]不太清楚诶，就楼下超市里买的~[SEP]疫情桂圆产地[SEP]可能吧，不过这个桂圆蛮贵的~[SEP]桂圆均价中国[SEP]好像确实在这个范围内，没事，好吃就行，看这个桂圆，又大又紧致又甜，真不错。咳咳，没事。[SEP]不检索[SEP]没事，就是最近有点咳嗽，感冒了。我会少吃点桂圆的，会加重我的病情。	桂圆咳嗽少吃
学习工作学校[SEP]青海省黄南藏族自治州[SEP]那你的学校是初中高中还是大学呀	不检索
学习工作学校[SEP]青海省黄南藏族自治州[SEP]那你的学校是初中高中还是大学呀[SEP]不检索[SEP]我也是大学。但是我的大学就是一个普通的三本学校，虽然现在不分二本三本	三本
学习工作学校[SEP]青海省黄南藏族自治州[SEP]那你的学校是初中高中还是大学呀[SEP]不检索[SEP]我也是大学。但是我的大学就是一个普通的三本学校，虽然现在不分二本三本[SEP]三本[SEP]话是这么说，但是学校和学校之间还是有区别的	不检索
学习工作学校[SEP]青海省黄南藏族自治州[SEP]那你的学校是初中高中还是大学呀[SEP]不检索[SEP]我也是大学。但是我的大学就是一个普通的三本学校，虽然现在不分二本三本[SEP]三本[SEP]话是这么说，但是学校和学校之间还是有区别的[SEP]不检索[SEP]嗯嗯，这些学校毕业的学生更好就业一些	985
学习工作学校[SEP]青海省黄南藏族自治州[SEP]那你的学校是初中高中还是大学呀[SEP]不检索[SEP]我也是大学。但是我的大学就是一个普通的三本学校，虽然现在不分二本三本[SEP]三本[SEP]话是这么说，但是学校和学校之间还是有区别的[SEP]不检索[SEP]嗯嗯，这些学校毕业的学生更好就业一些[SEP]985[SEP]不错，希望以后还有机会升学的话，还能去一个更好的学校	不检索
学习工作学校[SEP]青海省黄南藏族自治州[SEP]那你的学校是初中高中还是大学呀[SEP]不检索[SEP]我也是大学。但是我的大学就是一个普通的三本学校，虽然现在不分二本三本[SEP]三本[SEP]话是这么说，但是学校和学校之间还是有区别的[SEP]不检索[SEP]嗯嗯，这些学校毕业的学生更好就业一些[SEP]985[SEP]不错，希望以后还有机会升学的话，还能去一个更好的学校[SEP]不检索[SEP]对了，你是不是快从大学毕业了，对以后怎么打算的	不检索
学习工作就业教师[SEP]广东省汕尾市[SEP]你长大了想做什么呀，我想成为一名人民教师。	航天员
学习工作就业教师[SEP]广东省汕尾市[SEP]你长大了想做什么呀，我想成为一名人民教师。[SEP]航天员[SEP]哇！原来你想成为一名航天员，你需要好好学习呀，祝你实现你的梦想。	不检索
学习工作就业教师[SEP]广东省汕尾市[SEP]你长大了想做什么呀，我想成为一名人民教师。[SEP]航天员[SEP]哇！原来你想成为一名航天员，你需要好好学习呀，祝你实现你的梦想。[SEP]不检索[SEP]我想成为一名大学教师，但是大学教师需要是博士，我需要好好学习才能实现。	大学教师
学习工作就业教师[SEP]广东省汕尾市[SEP]你长大了想做什么呀，我想成为一名人民教师。[SEP]航天员[SEP]哇！原来你想成为一名航天员，你需要好好学习呀，祝你实现你的梦想。[SEP]不检索[SEP]我想成为一名大学教师，但是大学教师需要是博士，我需要好好学习才能实现。[SEP]大学教师[SEP]谢谢你，想成为大学教师还有一个原因，我觉得大学的孩子们很成熟，可以更好的沟通，可以对症下药。	不检索
学习工作就业教师[SEP]广东省汕尾市[SEP]你长大了想做什么呀，我想成为一名人民教师。[SEP]航天员[SEP]哇！原来你想成为一名航天员，你需要好好学习呀，祝你实现你的梦想。[SEP]不检索[SEP]我想成为一名大学教师，但是大学教师需要是博士，我需要好好学习才能实现。[SEP]大学教师[SEP]谢谢你，想成为大学教师还有一个原因，我觉得大学的孩子们很成熟，可以更好的沟通，可以对症下药。[SEP]不检索[SEP]现在的孩子们倒是比咱小时候成熟了，应该是因为时代在进步吧。	大数据时代
学习工作就业教师[SEP]广东省汕尾市[SEP]你长大了想做什么呀，我想成为一名人民教师。[SEP]航天员[SEP]哇！原来你想成为一名航天员，你需要好好学习呀，祝你实现你的梦想。[SEP]不检索[SEP]我想成为一名大学教师，但是大学教师需要是博士，我需要好好学习才能实现。[SEP]大学教师[SEP]谢谢你，想成为大学教师还有一个原因，我觉得大学的孩子们很成熟，可以更好的沟通，可以对症下药。[SEP]不检索[SEP]现在的孩子们倒是比咱小时候成熟了，应该是因为时代在进步吧。[SEP]大数据时代[SEP]确实是，作为教师也一定要引导他们去看一些正能量的东西。	不检索
健康中药人参[SEP]江苏省南通市[SEP]长白山野山人参是最补的中药之一~	野山人参的功效
健康中药人参[SEP]江苏省南通市[SEP]长白山野山人参是最补的中药之一~[SEP]野山人参的功效[SEP]对啊，相信可以和其他中药放在一起，制成汤药，喝下去一定很有成效！	人参归脾丸月经量少、色淡
健康中药人参[SEP]江苏省南通市[SEP]长白山野山人参是最补的中药之一~[SEP]野山人参的功效[SEP]对啊，相信可以和其他中药放在一起，制成汤药，喝下去一定很有成效！[SEP]人参归脾丸月经量少、色淡[SEP]是的，我之前就在身体不舒服的时候吃过这个人参归脾丸，之后我就一直给别人推荐~	人参归脾丸材料
健康中药人参[SEP]江苏省南通市[SEP]长白山野山人参是最补的中药之一~[SEP]野山人参的功效[SEP]对啊，相信可以和其他中药放在一起，制成汤药，喝下去一定很有成效！[SEP]人参归脾丸月经量少、色淡[SEP]是的，我之前就在身体不舒服的时候吃过这个人参归脾丸，之后我就一直给别人推荐~[SEP]人参归脾丸材料[SEP]你知道现在人参归脾丸贵吗？我好久没买了，但最近我有个朋友不太舒服，所以我想买点送给她~	人参价钱
健康中药人参[SEP]江苏省南通市[SEP]长白山野山人参是最补的中药之一~[SEP]野山人参的功效[SEP]对啊，相信可以和其他中药放在一起，制成汤药，喝下去一定很有成效！[SEP]人参归脾丸月经量少、色淡[SEP]是的，我之前就在身体不舒服的时候吃过这个人参归脾丸，之后我就一直给别人推荐~[SEP]人参归脾丸材料[SEP]你知道现在人参归脾丸贵吗？我好久没买了，但最近我有个朋友不太舒服，所以我想买点送给她~[SEP]人参价钱[SEP]嗐，人参价格贵也是没办法的，毕竟数量稀少，不过平时我们也不吃，偶尔一次也能买得起~~	人参太贵
健康中药人参[SEP]江苏省南通市[SEP]长白山野山人参是最补的中药之一~[SEP]野山人参的功效[SEP]对啊，相信可以和其他中药放在一起，制成汤药，喝下去一定很有成效！[SEP]人参归脾丸月经量少、色淡[SEP]是的，我之前就在身体不舒服的时候吃过这个人参归脾丸，之后我就一直给别人推荐~[SEP]人参归脾丸材料[SEP]你知道现在人参归脾丸贵吗？我好久没买了，但最近我有个朋友不太舒服，所以我想买点送给她~[SEP]人参价钱[SEP]嗐，人参价格贵也是没办法的，毕竟数量稀少，不过平时我们也不吃，偶尔一次也能买得起~~[SEP]人参太贵[SEP]是的，那先不聊了，我去药店看看，之前是20元一盒~	不检索
泛娱乐舞蹈民族舞[SEP]新疆维吾尔自治区巴音郭楞蒙古自治州[SEP]你会跳舞吗	不检索
泛娱乐舞蹈民族舞[SEP]新疆维吾尔自治区巴音郭楞蒙古自治州[SEP]你会跳舞吗[SEP]不检索[SEP]是吗？我正好想学民族舞	民族舞
泛娱乐舞蹈民族舞[SEP]新疆维吾尔自治区巴音郭楞蒙古自治州[SEP]你会跳舞吗[SEP]不检索[SEP]是吗？我正好想学民族舞[SEP]民族舞[SEP]新疆舞我从小就接触一点，不是专业的也多少会点儿了，我想学孔雀舞	孔雀舞怎么学
泛娱乐舞蹈民族舞[SEP]新疆维吾尔自治区巴音郭楞蒙古自治州[SEP]你会跳舞吗[SEP]不检索[SEP]是吗？我正好想学民族舞[SEP]民族舞[SEP]新疆舞我从小就接触一点，不是专业的也多少会点儿了，我想学孔雀舞[SEP]孔雀舞怎么学[SEP]好吧，小时候看电视里的表演，觉得好美啊	孔雀舞的特点
泛娱乐舞蹈民族舞[SEP]新疆维吾尔自治区巴音郭楞蒙古自治州[SEP]你会跳舞吗[SEP]不检索[SEP]是吗？我正好想学民族舞[SEP]民族舞[SEP]新疆舞我从小就接触一点，不是专业的也多少会点儿了，我想学孔雀舞[SEP]孔雀舞怎么学[SEP]好吧，小时候看电视里的表演，觉得好美啊[SEP]孔雀舞的特点[SEP]那我去看看有没有合适的舞蹈班吧	不检索
泛娱乐电视龙游天下[SEP]广东省汕尾市[SEP]你听说过《龙游天下》这部剧吗？	龙游天下简介
泛娱乐电视龙游天下[SEP]广东省汕尾市[SEP]你听说过《龙游天下》这部剧吗？[SEP]龙游天下简介[SEP]对的，是我小时候看的，我可喜欢国主了，温文尔雅。	龙游天下国主扮演者
泛娱乐电视龙游天下[SEP]广东省汕尾市[SEP]你听说过《龙游天下》这部剧吗？[SEP]龙游天下简介[SEP]对的，是我小时候看的，我可喜欢国主了，温文尔雅。[SEP]龙游天下国主扮演者[SEP]真的吗？那我准备也看看这部剧。不仅国主帅，五味也很可爱的	不检索
泛娱乐电视龙游天下[SEP]广东省汕尾市[SEP]你听说过《龙游天下》这部剧吗？[SEP]龙游天下简介[SEP]对的，是我小时候看的，我可喜欢国主了，温文尔雅。[SEP]龙游天下国主扮演者[SEP]真的吗？那我准备也看看这部剧。不仅国主帅，五味也很可爱的[SEP]不检索[SEP]而且而且，国主和珊珊的感情线也一直让我念念不忘	不检索
泛娱乐电视龙游天下[SEP]广东省汕尾市[SEP]你听说过《龙游天下》这部剧吗？[SEP]龙游天下简介[SEP]对的，是我小时候看的，我可喜欢国主了，温文尔雅。[SEP]龙游天下国主扮演者[SEP]真的吗？那我准备也看看这部剧。不仅国主帅，五味也很可爱的[SEP]不检索[SEP]而且而且，国主和珊珊的感情线也一直让我念念不忘[SEP]不检索[SEP]没有在一起，不过我认为他们一定是互相喜欢的	不检索
购物水果草莓[SEP]湖北省神农架林区[SEP]最近的水果都真好吃，我刚买了草莓和车厘子	不检索
购物水果草莓[SEP]湖北省神农架林区[SEP]最近的水果都真好吃，我刚买了草莓和车厘子[SEP]不检索[SEP]草莓最近稍微便宜了点，有的品种比较好吃，我爱吃带点酸甜的那种	草莓类型
购物水果草莓[SEP]湖北省神农架林区[SEP]最近的水果都真好吃，我刚买了草莓和车厘子[SEP]不检索[SEP]草莓最近稍微便宜了点，有的品种比较好吃，我爱吃带点酸甜的那种[SEP]草莓类型[SEP]我上次买的是丹东的草莓，个头特别大，味道也不错	丹东草莓
购物水果草莓[SEP]湖北省神农架林区[SEP]最近的水果都真好吃，我刚买了草莓和车厘子[SEP]不检索[SEP]草莓最近稍微便宜了点，有的品种比较好吃，我爱吃带点酸甜的那种[SEP]草莓类型[SEP]我上次买的是丹东的草莓，个头特别大，味道也不错[SEP]丹东草莓[SEP]过年我打算屯一箱，哈哈	草莓保鲜
购物水果草莓[SEP]湖北省神农架林区[SEP]最近的水果都真好吃，我刚买了草莓和车厘子[SEP]不检索[SEP]草莓最近稍微便宜了点，有的品种比较好吃，我爱吃带点酸甜的那种[SEP]草莓类型[SEP]我上次买的是丹东的草莓，个头特别大，味道也不错[SEP]丹东草莓[SEP]过年我打算屯一箱，哈哈[SEP]草莓保鲜[SEP]你说的也是，反正买着也方便，我还是一次少买点吧，还挺容易坏的	不检索
购物水果榴莲[SEP]湖北省黄冈市[SEP]今天去超市买水果，闻到了一股特别难闻的味道	难闻的水果
购物水果榴莲[SEP]湖北省黄冈市[SEP]今天去超市买水果，闻到了一股特别难闻的味道[SEP]难闻的水果[SEP]我不知道哎，是一种表面有尖刺的黄色的水果，我都没敢凑近看	表面有尖刺的水果
购物水果榴莲[SEP]湖北省黄冈市[SEP]今天去超市买水果，闻到了一股特别难闻的味道[SEP]难闻的水果[SEP]我不知道哎，是一种表面有尖刺的黄色的水果，我都没敢凑近看[SEP]表面有尖刺的水果[SEP]这种水果能吃吗？这么臭	不检索
购物水果榴莲[SEP]湖北省黄冈市[SEP]今天去超市买水果，闻到了一股特别难闻的味道[SEP]难闻的水果[SEP]我不知道哎，是一种表面有尖刺的黄色的水果，我都没敢凑近看[SEP]表面有尖刺的水果[SEP]这种水果能吃吗？这么臭[SEP]不检索[SEP]哎我还是不太敢尝试呢，榴莲营养价值高吗？	榴莲营养价值
购物水果榴莲[SEP]湖北省黄冈市[SEP]今天去超市买水果，闻到了一股特别难闻的味道[SEP]难闻的水果[SEP]我不知道哎，是一种表面有尖刺的黄色的水果，我都没敢凑近看[SEP]表面有尖刺的水果[SEP]这种水果能吃吗？这么臭[SEP]不检索[SEP]哎我还是不太敢尝试呢，榴莲营养价值高吗？[SEP]榴莲营养价值[SEP]哦哦这样啊，那我下次尝试一下	不检索
泛娱乐演员[SEP]江苏省镇江市[SEP]《海岸村恰恰恰》现在就是我心中的TOP1！	海岸村恰恰恰
泛娱乐演员[SEP]江苏省镇江市[SEP]《海岸村恰恰恰》现在就是我心中的TOP1！[SEP]海岸村恰恰恰[SEP]对对，是2021年上映的韩剧，申敏儿主演的，快去看！	不检索
泛娱乐演员[SEP]江苏省镇江市[SEP]《海岸村恰恰恰》现在就是我心中的TOP1！[SEP]海岸村恰恰恰[SEP]对对，是2021年上映的韩剧，申敏儿主演的，快去看！[SEP]不检索[SEP]是的，看这部剧之前，我心中的NumberOne还是《请回答1988》，狗焕和德善真是我的意难平	不检索
